Subject Area,Name,Table,Column,Folder
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Product - MTL System Items,Country Of Origin,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,445 Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,445 Week Start Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,445 Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,445 Year,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,Mcal Period Start Dt Wid,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - 445 Shipping ,Shipping Calendar,Mcal Week Start Dt Wid,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Product - MTL System Items,Country Of Origin,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Fiscal Calendar,Fiscal Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Fiscal Calendar,Fiscal Year,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Units - Fiscal,Fact - Supply Chain Planning,Supply,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Product - MTL System Items,Country Of Origin,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Root,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Supplier,Supplier Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Other Details,Plan Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product - MTL System Items,Planner Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Other Details,Transaction Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Product - MTL System Items,Country Of Origin,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Fiscal Calendar,Fiscal Date,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Fiscal Calendar,Fiscal Period,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Fiscal Calendar,Fiscal Year,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,Supplier Forecast - Value - Fiscal,Fact - Supply Chain Planning,Supply Value,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Comments Entry Form,Product - MTL System Items,Key Id,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Comments Entry Form,Product - MTL System Items,WSO Comments,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Comments Entry Form,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Comments Entry Form,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Comments Entry Form,,,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,WSO Report,Product,Item Current Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product - MTL System Items,Mrp Safety Stock Percent,/shared/Global Reporting/Supply Chain/Supply Planning
Inventory - Balances,WSO Report,Product,Item Avg Cost,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Fact - Supply Chain Planning,On Hand,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Fact - Supply Chain Planning,WSO,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product - MTL System Items,WSO Comments,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product - MTL System Items,Key Id,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Product,Product Number,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Product,Product Name,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Product,Item Status,/shared/Global Reporting/Supply Chain/Supply Planning
Supply Chain Planning,WSO Report - TEST,Product - MTL System Items,Mrp Safety Stock Percent,/shared/Global Reporting/Supply Chain/Supply Planning
