Subject Area,Name,Table,Column,Folder
Sales - Order Process,Customer List,Bill To Location,Bill To Location Street Address Line 3,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Customer List,Bill To Location,Bill To Location Street Address Line 4,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Customer List,Bill To Location,Bill To Location City,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Customer List,Bill To Location,Bill To Location Source State Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Customer List,Bill To Location,Bill To Location Postal Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,Total Invoiced Amt,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,MTD Invoiced Amt,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,MTD Invoiced Amt Yago,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,FYTD Invoiced Amt,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,Scheduled Order Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Order Cycle Details,Order Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Fact - Sales Cycle Lines,Future Order Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Invoice Date,Invoiced Calendar Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,GL Segment1,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Inventory Organization,Inventory Org Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Sales Organization,Sales Org Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Customer Account,Customer Group,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Customer Account,Top Customer,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Product,Root,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Sales Organization,Source Channel Type Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Daily Invoice Summary,Order Cycle Details,Request Date Type,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Invoice Date,Invoiced Calendar Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Order Cycle Details,Booked Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Product,Product Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Bill To Location,Bill To Location Source State Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Bill To Location,Bill To Location Country Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Fact - Sales Cycle Lines,Invoiced Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Customer,Generic Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Customer Account,Primary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Direct Channel Update Data Email - HFS,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Fact - Sales Cycle Lines,Cancelled Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Sales Organization,Sales Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Sales Organization,Territory,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),GL Segment1,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Order Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Customer Account,Customer Account Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Root,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Customer Account,Customer Group,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Scheduled Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Operating Unit,Operating Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Source Sales Order Lines Transaction Type Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Customer Account,Primary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Customer Account,Secondary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),GL Segment3,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),GL Segment4,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),Natural Account,Account Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),Natural Account,Account Level 31 Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Sales Organization,Source Channel Type Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location Country Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Cancel By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Product Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Latest Acceptable Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Sales Organization,Sales Org Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Sales Organization,Reporting Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Fulfill Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location Street Line 1,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location Street Line 2,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location City,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location Source State Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Ship To Location,Ship To Location Postal Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),GL Segment8,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,EMEA Orders - Actuals (from Open Orders Alerts),GL Segment7,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,EMEA Orders - Actuals (from Open Orders Alerts),Order Cycle Details,Shipment Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Order First Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Cancelled Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Ship Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Cancelled Reason Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Lines Shipped,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,# of Order Lines,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,# of Orders,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Order To Ship Days Lag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Fact - Sales Cycle Lines,Cancelled Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Customer Account,Customer Account Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Booking Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Product,Item Status,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Customer,Customer Category Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Customer Account,Customer Account Class Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Customer,Generic Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Order First Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Cancelled Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Ship Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Cancelled Reason Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Lines Shipped,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,# of Order Lines,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,# of Orders,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Order To Ship Days Lag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Fact - Sales Cycle Lines,Cancelled Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Customer Account,Customer Account Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Booking Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Product,Item Status,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Customer,Customer Category Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Customer Account,Customer Account Class Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Customer,Generic Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Fill Rate Overview1,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Cancelled Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Ship Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Cancelled Reason Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Actual First Shipped Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Order First Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Mode of Transport,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,# of Orders,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,# of Order Lines,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Cancelled Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Finance Category Business Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Customer Account,Customer Account Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Inventory Category Sales Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Booking Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Product,Item Status,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Customer,Customer Category Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Customer Account,Customer Account Class Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Customer,Generic Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,First Pass Fill Rate,Order Cycle Details,Actual Last Shipped Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Sales Organization,Sales Rep Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Sales Organization,Sales Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Invoice Date,Invoiced Calendar Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Order Cycle Details,Invoice Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Order Cycle Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Fact - Sales Cycle Lines,Invoiced Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Fact - Sales Cycle Lines,Discount Amt,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoice Details,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Invoice Date,Invoiced Calendar Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Invoice Date,Invoiced Month,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Invoice Date,Invoiced Year,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Product - MTL System Items,Case Qty,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Order by Order Type Email - OXO HLDC,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Year,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,GL Segment1,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
