BU_CODE,LE,CH_CODE,LC_CODE,DEPT,BR_CODE,PL_CODE,CUSTOMER,SKU,INVORG,ACCOUNT,Sep,Oct,Nov,Dec,Jan,Feb
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL330,CG_LONDON DRUGS LIMITED,S1837319,IO959,GrossUnits,12,,12,12,12,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL330,CG_LONDON DRUGS LIMITED,S2123187,IO959,GrossUnits,288,,288,,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL330,CG_LONDON DRUGS LIMITED,S2202142,IO959,GrossUnits,12,,12,48,12,48
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL382,CG_LONDON DRUGS LIMITED,S1959095,IO959,GrossUnits,288,288,,288,288,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL382,CG_LONDON DRUGS LIMITED,S1959048,IO959,GrossUnits,288,288,288,440,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL382,CG_LONDON DRUGS LIMITED,S1959047,IO959,GrossUnits,144,288,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL333,CG_LONDON DRUGS LIMITED,S1582178,IO959,GrossUnits,100,,100,,100,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL333,CG_LONDON DRUGS LIMITED,S1591101,IO959,GrossUnits,100,,100,,100,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL381,CG_LONDON DRUGS LIMITED,S1766304,IO679,GrossUnits,,,500,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL386,CG_LONDON DRUGS LIMITED,S1859499,IO959,GrossUnits,96,96,96,96,96,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S1835347,IO679,GrossUnits,,,500,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2049409,IO679,GrossUnits,,,610,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2095237,IO959,GrossUnits,,,,,300,300
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2095237,IO679,GrossUnits,,1600,,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2042228,IO959,GrossUnits,24,,24,,24,24
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2095239,IO959,GrossUnits,60,60,60,60,60,60
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL383,CG_LONDON DRUGS LIMITED,S2165152,IO959,GrossUnits,,,,200,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL384,CG_LONDON DRUGS LIMITED,S2003190,IO679,GrossUnits,,950,,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B617,PL385,CG_LONDON DRUGS LIMITED,S1585080,IO959,GrossUnits,60,,60,,60,60
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL341,CG_JEAN COUTU GROUP (PJC) INC,S1402136,IO959,GrossUnits,180,420,960,1440,480,550
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL341,CG_LAWTONS,S1402136,IO959,GrossUnits,66,,60,,30,24
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL341,CG_LONDON DRUGS LIMITED,S1402136,IO959,GrossUnits,288,288,288,288,576,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_JEAN COUTU GROUP (PJC) INC,S1401703,IO959,GrossUnits,,24,,24,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_JEAN COUTU GROUP (PJC) INC,S1772309,IO959,GrossUnits,72,360,648,672,360,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_JEAN COUTU GROUP (PJC) INC,S2088147,IO959,GrossUnits,,72,120,168,168,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_LAWTONS,S1401703,IO959,GrossUnits,24,60,24,24,36,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_LONDON DRUGS LIMITED,S1772309,IO959,GrossUnits,288,288,288,288,288,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B622,PL346,CG_LONDON DRUGS LIMITED,S2088147,IO959,GrossUnits,,144,,144,,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL322,CG_JEAN COUTU GROUP (PJC) INC,S1400855,IO959,GrossUnits,400,1200,800,800,800,400
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL322,CG_LAWTONS,S1400855,IO959,GrossUnits,96,96,60,144,60,72
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL322,CG_LONDON DRUGS LIMITED,S1400855,IO959,GrossUnits,144,144,144,144,144,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL322,CG_SHOPPERS DRUG MART INC.,S1400855,IO959,GrossUnits,7900,2600,3000,2700,1200,1200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL321,CG_JEAN COUTU GROUP (PJC) INC,S1846316,IO959,GrossUnits,100,100,100,200,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL321,CG_LAWTONS,S1846316,IO959,GrossUnits,50,96,36,36,100,36
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL321,CG_LONDON DRUGS LIMITED,S1846316,IO959,GrossUnits,144,144,144,144,144,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL321,CG_SHOPPERS DRUG MART INC.,S1846316,IO959,GrossUnits,4500,1500,1200,1500,1200,500
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL323,CG_JEAN COUTU GROUP (PJC) INC,S1844374,IO959,GrossUnits,300,1200,200,200,200,100
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL323,CG_LAWTONS,S1844374,IO959,GrossUnits,84,96,84,144,144,40
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL323,CG_LONDON DRUGS LIMITED,S1844374,IO959,GrossUnits,144,288,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL323,CG_SHOPPERS DRUG MART INC.,S1844374,IO959,GrossUnits,5000,2600,3600,3000,3000,3000
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL320,CG_JEAN COUTU GROUP (PJC) INC,S1402103,IO959,GrossUnits,,1872,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL320,CG_LAWTONS,S1402103,IO959,GrossUnits,96,288,96,96,96,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL320,CG_LONDON DRUGS LIMITED,S1402103,IO959,GrossUnits,144,288,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL320,CG_SHOPPERS DRUG MART INC.,S1402103,IO959,GrossUnits,16200,6000,6000,6000,6000,6000
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL308,CG_LONDON DRUGS LIMITED,S2113137,IO959,GrossUnits,,60,,60,,30
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL313,CG_JEAN COUTU GROUP (PJC) INC,S1958176,IO959,GrossUnits,600,1000,600,1000,600,600
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL313,CG_LAWTONS,S1958176,IO959,GrossUnits,50,50,50,50,50,50
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL313,CG_LONDON DRUGS LIMITED,S1994368,IO959,GrossUnits,100,300,300,300,300,300
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B612,PL313,CG_SHOPPERS DRUG MART INC.,S1958176,IO959,GrossUnits,860,1000,1200,1200,1200,1200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL323,CG_LAWTONS,S2062577,IO959,GrossUnits,90,,12,120,34,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL323,CG_LONDON DRUGS LIMITED,S2062577,IO959,GrossUnits,264,330,300,200,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL340,CG_JEAN COUTU GROUP (PJC) INC,S2182142,IO959,GrossUnits,,,,,600,100
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL340,CG_JEAN COUTU GROUP (PJC) INC,S1927187,IO959,GrossUnits,1200,700,600,600,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL340,CG_LONDON DRUGS LIMITED,S2182142,IO959,GrossUnits,,,,,300,300
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL340,CG_LONDON DRUGS LIMITED,S1927187,IO959,GrossUnits,600,400,300,300,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_JEAN COUTU GROUP (PJC) INC,S1402921,IO959,GrossUnits,100,300,300,900,800,900
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_JEAN COUTU GROUP (PJC) INC,S1515996,IO959,GrossUnits,500,,,2000,800,800
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_JEAN COUTU GROUP (PJC) INC,S1542765,IO959,GrossUnits,700,400,400,400,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_JEAN COUTU GROUP (PJC) INC,S1985384,IO959,GrossUnits,480,700,200,200,200,100
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_JEAN COUTU GROUP (PJC) INC,S2042191,IO959,GrossUnits,100,480,700,200,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LAWTONS,S1402921,IO959,GrossUnits,60,60,30,60,100,90
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LAWTONS,S1515996,IO959,GrossUnits,96,,,300,100,100
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LAWTONS,S1542765,IO959,GrossUnits,24,24,12,,12,12
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LAWTONS,S2042191,IO959,GrossUnits,50,,50,50,50,50
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LONDON DRUGS LIMITED,S1985384,IO959,GrossUnits,48,48,48,48,48,48
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LONDON DRUGS LIMITED,S2095187,IO959,GrossUnits,400,600,600,600,600,600
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LONDON DRUGS LIMITED,S2095190,IO959,GrossUnits,300,300,300,300,300,300
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL343,CG_LONDON DRUGS LIMITED,S2095191,IO959,GrossUnits,300,300,300,400,400,400
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_JEAN COUTU GROUP (PJC) INC,S1403864,IO959,GrossUnits,96,264,96,96,96,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_JEAN COUTU GROUP (PJC) INC,S1520725,IO959,GrossUnits,1500,1700,1700,1700,1728,600
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_JEAN COUTU GROUP (PJC) INC,S1770347,IO959,GrossUnits,288,288,876,1896,200,200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_LAWTONS,S1403864,IO959,GrossUnits,,60,,200,120,110
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_LAWTONS,S1520725,IO959,GrossUnits,200,144,220,288,288,90
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_LONDON DRUGS LIMITED,S1403864,IO959,GrossUnits,288,330,360,500,600,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_LONDON DRUGS LIMITED,S1520725,IO959,GrossUnits,288,288,144,600,400,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_LONDON DRUGS LIMITED,S1770347,IO959,GrossUnits,,288,288,288,144,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL302,CG_SHOPPERS DRUG MART INC.,S1520725,IO959,GrossUnits,5000,4000,6000,6000,3500,3500
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL347,CG_JEAN COUTU GROUP (PJC) INC,S1403153,IO959,GrossUnits,,,100,,,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL347,CG_JEAN COUTU GROUP (PJC) INC,S1591152,IO959,GrossUnits,288,600,144,288,144,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL347,CG_JEAN COUTU GROUP (PJC) INC,S2182144,IO959,GrossUnits,,,,100,100,24
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL347,CG_LAWTONS,S1591152,IO959,GrossUnits,48,96,96,96,,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_JEAN COUTU GROUP (PJC) INC,S1403286,IO959,GrossUnits,72,264,144,144,384,144
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_JEAN COUTU GROUP (PJC) INC,S1403494,IO959,GrossUnits,96,240,96,96,120,96
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_JEAN COUTU GROUP (PJC) INC,S1403527,IO959,GrossUnits,144,900,288,504,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_LAWTONS,S1403286,IO959,GrossUnits,144,240,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_LONDON DRUGS LIMITED,S1403286,IO959,GrossUnits,288,400,400,400,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL320,CG_LONDON DRUGS LIMITED,S1403527,IO959,GrossUnits,288,900,600,720,600,600
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL301,CG_JEAN COUTU GROUP (PJC) INC,S1403669,IO959,GrossUnits,324,500,1800,1000,1000,500
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL301,CG_LAWTONS,S1403669,IO959,GrossUnits,36,100,120,120,100,120
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL301,CG_LONDON DRUGS LIMITED,S1403669,IO959,GrossUnits,288,288,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL301,CG_SHOPPERS DRUG MART INC.,S1403669,IO959,GrossUnits,4500,4000,6000,6000,6000,3000
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL344,CG_JEAN COUTU GROUP (PJC) INC,S1607265,IO959,GrossUnits,200,300,300,1100,800,400
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL344,CG_LAWTONS,S1607265,IO959,GrossUnits,34,70,70,54,70,20
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL344,CG_LONDON DRUGS LIMITED,S1607265,IO959,GrossUnits,200,500,400,400,700,400
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL342,CG_JEAN COUTU GROUP (PJC) INC,S2183138,IO959,GrossUnits,120,660,200,500,400,500
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL342,CG_JEAN COUTU GROUP (PJC) INC,S2182143,IO959,GrossUnits,36,84,72,48,192,
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL342,CG_LAWTONS,S2183138,IO959,GrossUnits,12,34,30,84,60,24
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL342,CG_LONDON DRUGS LIMITED,S2183138,IO959,GrossUnits,288,288,288,288,288,288
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL342,CG_SHOPPERS DRUG MART INC.,S2183138,IO959,GrossUnits,1500,1500,1500,3500,1600,1500
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL345,CG_JEAN COUTU GROUP (PJC) INC,S1854313,IO959,GrossUnits,100,200,500,500,500,1200
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL345,CG_LAWTONS,S1854313,IO959,GrossUnits,10,,50,50,50,50
BU5200,NoLegalEntity,Chnl12,L120,MarginDept,B628,PL345,CG_LONDON DRUGS LIMITED,S1854313,IO959,GrossUnits,200,500,400,400,400,400
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL370,CG_BEST BUY CANADA,S2088271,IO959,GrossUnits,,,,,20,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL370,CG_BEST BUY CANADA,S2194173,IO959,GrossUnits,12,,,12,,12
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL370,CG_BEST BUY CANADA,S2195139,IO959,GrossUnits,12,,,12,,12
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL371,CG_BEST BUY CANADA,S1556424,IO959,GrossUnits,,,,20,12,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL371,CG_BEST BUY CANADA,S1927375,IO959,GrossUnits,12,,,22,12,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL331,CG_BEST BUY CANADA,S2062494,IO959,GrossUnits,40,30,160,100,60,60
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL331,CG_BEST BUY CANADA,S2062531,IO879,GrossUnits,,544,,,,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL330,CG_BEST BUY CANADA,S1398271,IO959,GrossUnits,,,20,,,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL330,CG_BEST BUY CANADA,S1398733,IO959,GrossUnits,,20,,20,20,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL330,CG_BEST BUY CANADA,S1398744,IO959,GrossUnits,,,,4,4,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL330,CG_BEST BUY CANADA,S1398757,IO959,GrossUnits,6,,,50,50,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL330,CG_BEST BUY CANADA,S2025170,IO959,GrossUnits,20,,20,,20,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL382,CG_BEST BUY CANADA,S1959050,IO959,GrossUnits,34,,,,,40
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL382,CG_BEST BUY CANADA,S1959048,IO959,GrossUnits,,,,60,75,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL382,CG_BEST BUY CANADA,S1959047,IO959,GrossUnits,24,,,24,,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL333,CG_BEST BUY CANADA,S1582178,IO959,GrossUnits,,120,,120,,120
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL333,CG_BEST BUY CANADA,S1591101,IO959,GrossUnits,,120,,120,,120
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL381,CG_BEST BUY CANADA,S1591149,IO959,GrossUnits,28,,,24,16,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL386,CG_BEST BUY CANADA,S1859499,IO959,GrossUnits,,24,,24,,24
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL383,CG_BEST BUY CANADA,S2049409,IO959,GrossUnits,30,30,60,,24,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL383,CG_BEST BUY CANADA,S2042228,IO959,GrossUnits,,,,,26,
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL384,CG_BEST BUY CANADA,S2003192,IO959,GrossUnits,,,,200,200,200
BU5200,NoLegalEntity,Chnl13,L120,MarginDept,B617,PL384,CG_BEST BUY CANADA,S2003192,IO879,GrossUnits,2501,,,,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL362,CG_HOME HARDWARE STORES LIMITED,S1525419,IO959,GrossUnits,40,70,30,300,70,440
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL362,CG_HOME HARDWARE STORES LIMITED,S1531394,IO959,GrossUnits,,,,,,270
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL362,CG_HOME HARDWARE STORES LIMITED,S2049243,IO679,GrossUnits,,,,15000,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL363,CG_HOME HARDWARE STORES LIMITED,S2169137,IO679,GrossUnits,,,2000,,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL363,CG_HOME HARDWARE STORES LIMITED,S2165187,IO679,GrossUnits,,,,4000,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL370,CG_HOME HARDWARE STORES LIMITED,S1520846,IO959,GrossUnits,,800,100,120,200,170
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL370,CG_GROUPE BMR,S2195139,IO959,GrossUnits,,,,48,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL371,CG_GROUPE BMR,S1939253,IO959,GrossUnits,,160,,100,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL371,CG_GROUPE BMR,S1556420,IO959,GrossUnits,,150,,40,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME DEPOT CANADA,S2011151,IO959,GrossUnits,500,200,300,200,300,200
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME DEPOT CANADA,S2011153,IO959,GrossUnits,400,300,200,300,200,300
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME HARDWARE STORES LIMITED,S2011151,IO959,GrossUnits,100,30,40,40,30,30
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME HARDWARE STORES LIMITED,S2011153,IO959,GrossUnits,100,40,40,40,40,40
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME HARDWARE STORES LIMITED,S2062491,IO959,GrossUnits,400,30,40,50,50,40
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_HOME HARDWARE STORES LIMITED,S2062494,IO959,GrossUnits,300,30,40,50,50,40
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2011153,IO959,GrossUnits,150,,150,,150,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2062491,IO959,GrossUnits,100,,200,,200,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2062494,IO959,GrossUnits,40,,40,,40,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2062539,IO959,GrossUnits,10,,4,,4,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2062528,IO959,GrossUnits,4,,4,,4,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,CG_RONA INC.,S2062531,IO959,GrossUnits,,10,,10,,10
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,"CG_LOWES COMPANIES CANADA,ULC",S2011153,IO959,GrossUnits,,130,,130,,130
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,"CG_LOWES COMPANIES CANADA,ULC",S2062491,IO959,GrossUnits,150,,150,,150,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL331,"CG_LOWES COMPANIES CANADA,ULC",S2062494,IO959,GrossUnits,,70,,70,,70
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME DEPOT CANADA,S1398271,IO959,GrossUnits,500,300,400,500,400,500
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME DEPOT CANADA,S1398727,IO959,GrossUnits,1500,400,600,500,400,500
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME DEPOT CANADA,S1512277,IO959,GrossUnits,300,200,250,300,250,140
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME DEPOT CANADA,S2025170,IO959,GrossUnits,1200,1000,750,1000,1500,600
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1398271,IO959,GrossUnits,,120,110,100,60,90
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1398289,IO959,GrossUnits,,,90,80,70,100
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1398727,IO959,GrossUnits,474,220,120,120,130,180
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1398744,IO959,GrossUnits,,60,40,20,48,40
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1512277,IO959,GrossUnits,,250,200,200,190,260
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S1793312,IO959,GrossUnits,,150,50,50,50,50
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_HOME HARDWARE STORES LIMITED,S2025170,IO959,GrossUnits,368,200,150,90,160,100
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1398271,IO959,GrossUnits,200,,400,,400,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1398289,IO959,GrossUnits,12,,12,12,,12
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1398727,IO959,GrossUnits,12,,12,,12,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1398744,IO959,GrossUnits,80,,80,,80,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1512277,IO959,GrossUnits,100,,350,,350,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S1793312,IO959,GrossUnits,140,,140,,400,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_RONA INC.,S2025170,IO959,GrossUnits,400,,400,,400,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,CG_GROUPE BMR,S1398271,IO959,GrossUnits,,,10,,,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,"CG_LOWES COMPANIES CANADA,ULC",S1398271,IO959,GrossUnits,100,300,,300,,300
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,"CG_LOWES COMPANIES CANADA,ULC",S1398744,IO959,GrossUnits,,140,,140,,140
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,"CG_LOWES COMPANIES CANADA,ULC",S1512277,IO959,GrossUnits,300,,300,,300,
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,"CG_LOWES COMPANIES CANADA,ULC",S1793312,IO959,GrossUnits,,300,,300,,300
BU5200,NoLegalEntity,Chnl14,L120,MarginDept,B617,PL330,"CG_LOWES COMPANIES CANADA,ULC",S2025170,IO959,GrossUnits,300,,300,,300,
